Id,SalePrice
1461,111072.84884741505
1462,156790.28700934385
1463,181029.51850953707
1464,195958.2504407111
1465,201018.9395755337
1466,172799.45951071943
1467,174251.0070372426
1468,165869.00204156036
1469,194903.16746735337
1470,119415.50221731205
1471,175413.25745082775
1472,101254.34650023046
1473,99274.40410439915
1474,144944.61387444887
1475,99589.14725111805
1476,364039.26573866187
1477,251775.87640158943
1478,306673.24539793853
1479,310380.9360113699
1480,451652.0417337832
1481,303567.3622661535
1482,216820.00708870255
1483,175608.08144372798
1484,170365.00071512628
1485,191357.54698162703
1486,199202.2921293536
1487,338137.6876056652
1488,224095.40381479825
1489,198713.42232042507
1490,241578.5474728653
1491,199097.161460062
1492,91855.96666538727
1493,209331.85278774542
1494,312676.7750714045
1495,282919.87250113476
1496,241262.7963215778
1497,168544.3323936406
1498,171808.72176760924
1499,167752.52404795855
1500,164470.27692639892
1501,194477.2939411893
1502,151267.168333668
1503,276691.18739501794
1504,235705.63991031775
1505,221271.0675620676
1506,196877.2399017302
1507,239273.60326139227
1508,192056.56148870807
1509,155108.33385888237
1510,154162.1231182633
1511,155627.52764271328
1512,176863.98145299652
1513,138256.37128797435
1514,164205.73604610036
1515,193349.10430482833
1516,157860.29690388407
1517,175051.73790275786
1518,128992.15874514365
1519,217489.65104112442
1520,130555.26423514211
1521,131446.67891832997
1522,187728.01333405744
1523,107498.93888691087
1524,104725.16238824585
1525,113436.18431575672
1526,103341.0045644652
1527,107705.5965991966
1528,124014.5615339844
1529,152063.7120873786
1530,205374.42434705698
1531,152742.01571440138
1532,97515.35092036752
1533,155212.98012121138
1534,119990.68132104112
1535,139940.99222808602
1536,101734.3152780174
1537,58976.67642294751
1538,163565.495306722
1539,192644.0164839251
1540,117848.39112454758
1541,135744.39588413134
1542,134784.063072821
1543,177120.03806835818
1544,79078.29883268177
1545,111329.27278983155
1546,145769.15233429268
1547,138973.40268668567
1548,130988.25858098347
1549,123418.00054481148
1550,142942.07315631123
1551,104166.66510807298
1552,151298.92072392564
1553,150817.8893456336
1554,120744.98189853849
1555,166489.09574611
1556,83556.43125269059
1557,107163.58746049184
1558,106516.1725293747
1559,90234.57635165637
1560,128303.3745682004
1561,130716.77519987746
1562,136941.09747676377
1563,125909.36175584287
1564,159426.5100814269
1565,160006.6147953426
1566,228676.81559575588
1567,74763.63961397146
1568,243895.67482116263
1569,145543.73161295045
1570,144951.06737212112
1571,106247.49132207071
1572,138692.189961486
1573,257296.32874041627
1574,133425.44869559043
1575,237195.78406420362
1576,239164.71932579193
1577,188449.25703665984
1578,150680.07795571157
1579,147720.44358978697
1580,187269.20756356043
1581,160884.01503826136
1582,126484.10467239039
1583,271352.75612571515
1584,222006.04226431748
1585,142635.53918146944
1586,65035.49379000085
1587,108387.59957079058
1588,163090.44205222663
1589,95867.23915291119
1590,127464.35588150164
1591,93372.11241566387
1592,127534.12876476922
1593,125492.7087413501
1594,121819.25067820612
1595,118057.54854523216
1596,224483.92642476995
1597,196942.99352002767
1598,198991.55524902957
1599,185168.11207277805
1600,175319.9369270129
1601,52123.28375089675
1602,125044.68040199319
1603,75146.84503365234
1604,280983.6276132514
1605,228761.45717135826
1606,157262.6584717392
1607,164655.43771969253
1608,223899.86411641832
1609,189601.48472150383
1610,160913.69631558808
1611,142584.28229300707
1612,190766.41929011885
1613,166666.7997991429
1614,143793.33326467965
1615,94266.73796045782
1616,74136.67722617602
1617,87262.74839311882
1618,120502.88220169395
1619,141301.20556292782
1620,164797.3621272762
1621,131268.93448779886
1622,156957.37220344905
1623,257506.04303314205
1624,222627.2153917713
1625,109515.97215022001
1626,180019.0982700992
1627,188201.2463106594
1628,264179.98106730526
1629,174363.459043775
1630,325125.4617605434
1631,238307.79807755828
1632,238152.3865672414
1633,181417.94496947483
1634,194204.4209685499
1635,178706.31660134232
1636,152878.69756078479
1637,189131.6079715602
1638,180687.47217815422
1639,181896.02355799865
1640,226584.77095834486
1641,179008.24661070813
1642,254643.59524792188
1643,206273.0909436627
1644,226062.18212931242
1645,204082.85450300178
1646,166452.64105714526
1647,154686.75275083157
1648,127478.31824346737
1649,136548.88061237417
1650,117192.72958446841
1651,116190.50250028264
1652,102865.81809968188
1653,102687.00672441137
1654,144082.74103763033
1655,126504.03079804746
1656,144652.6491136175
1657,149712.04331211606
1658,158567.98816130965
1659,109022.75980032506
1660,158204.61055599997
1661,408585.318228767
1662,347370.8585192618
1663,364999.9195452143
1664,448815.08318954764
1665,321818.5974878913
1666,318699.3125019782
1667,357851.38360958826
1668,355481.70896840334
1669,307590.20743855415
1670,348687.78748259123
1671,264230.02956825955
1672,378703.8671219509
1673,282748.37450009637
1674,242961.61089140121
1675,204954.29964476297
1676,211632.42335229216
1677,217110.17871894833
1678,437082.07865798275
1679,366106.4751036265
1680,335886.71589473233
1681,282202.4821528137
1682,310722.02599176014
1683,196853.96456085215
1684,178855.2573618059
1685,184545.6608608175
1686,173264.21037833815
1687,169357.91844781075
1688,198840.50347925295
1689,198263.64332028778
1690,201962.4835699621
1691,194893.0844983764
1692,256503.7767550567
1693,176275.39180360673
1694,187392.06157609384
1695,160886.63573832778
1696,252721.4353224324
1697,166753.18171040528
1698,325720.78671987704
1699,324171.5396751369
1700,273940.63717042084
1701,278817.5851304565
1702,227130.66088340574
1703,224168.5758917386
1704,256780.1906358874
1705,259412.48986025254
1706,273775.3521995916
1707,230907.7127869372
1708,202426.67332474943
1709,244927.01618371502
1710,221901.2212243542
1711,274022.16385748505
1712,254604.6744721397
1713,263563.65966612037
1714,217054.6877716692
1715,208521.87256921674
1716,177258.70817359476
1717,181007.89390454706
1718,135165.60232001482
1719,223877.82535779313
1720,230965.5105608993
1721,156419.79600423703
1722,116859.97746924177
1723,155059.2364866605
1724,211782.97277333264
1725,239355.82159676732
1726,189249.41676950955
1727,171452.43418271997
1728,174007.85749816537
1729,169585.53268382634
1730,155048.15561450948
1731,121334.43483858331
1732,133652.10793250895
1733,109318.6463490727
1734,117342.22197686687
1735,123011.3526072301
1736,99574.52396691065
1737,266722.4857645595
1738,262447.74124810984
1739,241064.6053339132
1740,224192.92385668418
1741,194062.22017639672
1742,177469.59217356198
1743,180738.46644794956
1744,334344.1058015459
1745,218658.79131299138
1746,194060.56960585056
1747,214055.06399161095
1748,214212.54648702298
1749,150571.15753910865
1750,127233.69998620043
1751,236056.79888192867
1752,112932.83191758607
1753,155649.71818293745
1754,192843.60783356085
1755,171982.5754333943
1756,133098.73346992183
1757,116000.13256531759
1758,153004.7291210068
1759,161509.83372470096
1760,167178.2107571537
1761,158744.83521310205
1762,177496.24589714195
1763,197544.4936116161
1764,118002.20291335153
1765,163204.79489983758
1766,189395.6310711282
1767,204744.23550404212
1768,141435.26495528762
1769,157954.04731528737
1770,159117.84673776693
1771,126095.97283150292
1772,137335.58298304066
1773,128066.79766497272
1774,161727.7161043045
1775,148325.689577874
1776,125584.51708138204
1777,104952.78468509852
1778,147688.71399146787
1779,137865.67219251345
1780,159347.52238969906
1781,126276.16675548552
1782,83477.7951418517
1783,152418.27234331844
1784,114071.69498124997
1785,139016.51943482226
1786,146044.737058434
1787,170785.49066891204
1788,60900.66773995884
1789,102240.59712157477
1790,86322.33344365274
1791,201248.01540687727
1792,153587.91089420722
1793,128163.53649907769
1794,165363.55025297045
1795,134754.5609650205
1796,143217.06854338376
1797,120032.19859593108
1798,132620.57720132614
1799,97928.95165313185
1800,137347.52874166705
1801,121539.47081640153
1802,129775.06643502248
1803,160853.86115893346
1804,130450.2349166726
1805,138426.7474368362
1806,117994.88102301091
