Id,SalePrice
1461,100737.93598283002
1462,144933.39091749117
1463,180650.96658682343
1464,184819.53119960404
1465,202297.50932563032
1466,172656.67821808252
1467,172301.14259668658
1468,159532.5204510575
1469,209156.4383911739
1470,114280.17101166611
1471,156961.50880891533
1472,96001.61711619774
1473,93809.28309349368
1474,140402.61762236487
1475,105098.94877092956
1476,383072.9824979826
1477,260628.14261232968
1478,325423.5988381158
1479,325534.3711484593
1480,471472.22231374367
1481,319659.7224428
1482,213794.69000570697
1483,176018.72001317315
1484,163208.3550878454
1485,186833.6874164571
1486,185393.94658781588
1487,334515.3421281202
1488,215336.57080872625
1489,203481.39675657006
1490,245335.4874863464
1491,196460.95785840362
1492,94555.03070993745
1493,211466.8224428203
1494,318650.1375756562
1495,286815.0642204182
1496,241565.85221111652
1497,176080.81943619752
1498,175976.83170804835
1499,169575.70319076674
1500,153227.84028499143
1501,199155.47917434666
1502,132352.2691436457
1503,337045.94641893264
1504,235302.64923286662
1505,220880.90129373578
1506,196629.92328230012
1507,249224.73169926292
1508,199666.77250372374
1509,159385.9729935606
1510,142780.07384603063
1511,158260.3137734093
1512,170984.1657777719
1513,160542.76792943315
1514,155920.47161338286
1515,225132.15003857244
1516,165849.0334463843
1517,177224.45654246167
1518,117920.8038363749
1519,204937.37735957614
1520,123685.38902697037
1521,126764.30958717767
1522,192469.32535938022
1523,112175.28978124882
1524,127164.47576937987
1525,113075.23386363566
1526,116542.242856377
1527,110574.90686534309
1528,124682.73317781299
1529,155779.46103172703
1530,192836.3807158995
1531,136561.4067640284
1532,94879.96060940383
1533,156745.11672016617
1534,125732.61913312995
1535,143344.05444982747
1536,92450.95472719228
1537,42812.817301765725
1538,146557.50134249244
1539,218344.83811077915
1540,122732.28085122301
1541,136477.24530001468
1542,148898.26062647614
1543,187361.6296111626
1544,81186.60924691283
1545,127811.02995187561
1546,141108.12103976286
1547,134755.83430937846
1548,147586.9361843499
1549,120389.22391373162
1550,142329.70745773005
1551,101020.11941745807
1552,152004.49604328113
1553,140557.452259172
1554,118328.82562625327
1555,156852.73674820195
1556,56182.11496552979
1557,129780.15757764655
1558,95999.02895499468
1559,73882.387215367
1560,122316.29028730092
1561,158129.5629743625
1562,130402.44868132261
1563,128690.60086127273
1564,154153.90739249537
1565,149290.3895190432
1566,226886.3531397319
1567,71499.71377981987
1568,217380.14122844907
1569,126747.85994762956
1570,140219.3788489659
1571,94414.21260433826
1572,139935.95031791268
1573,264981.0743859199
1574,134689.10770138504
1575,224176.81482783734
1576,221826.43478836183
1577,189212.89969321887
1578,154289.62578696193
1579,149011.3323856803
1580,192645.30071383712
1581,154360.15614070813
1582,139788.32493370166
1583,265338.9658141144
1584,216423.3200926177
1585,133694.91642753995
1586,65290.88881137024
1587,114171.74690228584
1588,152705.5478159506
1589,97490.5476615056
1590,134281.76394977345
1591,85810.66282902748
1592,134788.81933345136
1593,134327.41772849788
1594,162621.3171265855
1595,122655.90445058385
1596,226702.80125103606
1597,204600.60114479
1598,222415.6851641145
1599,185287.85380334433
1600,167738.5563175123
1601,53401.64402388368
1602,115427.1796656255
1603,54175.08122138408
1604,267420.52009219275
1605,227964.06221854978
1606,147004.96398165284
1607,165794.68872700474
1608,215256.90242011886
1609,188460.99895569825
1610,154031.9747172097
1611,144751.53516127676
1612,187624.43138042645
1613,157595.57344700757
1614,126589.94211828121
1615,93608.68501108763
1616,68176.48164798092
1617,82854.72990114763
1618,129677.24405961033
1619,134014.4585942268
1620,164694.65255809075
1621,132306.7242264758
1622,140729.2901481327
1623,249848.2387873046
1624,199311.23932137908
1625,109012.57885052287
1626,167612.2505765469
1627,179728.36956813865
1628,269557.58973246085
1629,186874.67017432812
1630,359898.464422053
1631,267533.2581219455
1632,253257.766735697
1633,177298.73849935783
1634,190100.26976522713
1635,174995.4389021743
1636,144506.179838297
1637,194080.20516463547
1638,181942.03182771665
1639,185018.26506183975
1640,242880.46723644034
1641,190756.41641395952
1642,264567.6219852042
1643,216383.4649026053
1644,237771.60595078126
1645,199017.80411633488
1646,155042.58143635324
1647,156794.82702515236
1648,125712.09749381886
1649,129871.5946684929
1650,114305.68994891272
1651,114216.47711999138
1652,105339.32502264307
1653,106070.79762104749
1654,147296.55459608033
1655,129569.92785186201
1656,143559.9589962816
1657,157181.0107839746
1658,150514.01970314537
1659,119055.13339833205
1660,149728.8585845852
1661,430541.89739482733
1662,396661.3996086651
1663,390014.4737358464
1664,506181.0786083839
1665,338578.5800809534
1666,317420.24999336025
1667,385606.71604148945
1668,367670.93504429504
1669,325031.6193772878
1670,366142.30463079206
1671,262131.60276134856
1672,400718.84526927274
1673,291383.18817286106
1674,249111.3770977197
1675,199426.41550825653
1676,206733.06256037578
1677,214950.07625529577
1678,464852.8419368013
1679,387140.327713837
1680,348725.5313433507
1681,286129.76151131204
1682,319353.25171468867
1683,191638.97095227594
1684,162996.5948028742
1685,172285.38395919916
1686,168987.72633877344
1687,160159.2247340849
1688,175587.92797716762
1689,181064.59984737556
1690,188857.52560269317
