Id,SalePrice
1461.0,100064.49517256944
1462.0,144738.97944162448
1463.0,178673.80767384
1464.0,184150.48701624686
1465.0,203573.0559988379
1466.0,170938.05751574476
1467.0,171862.18916937182
1468.0,160153.62154227897
1469.0,207682.465496706
1470.0,112059.0465029255
1471.0,155263.90053293886
1472.0,97193.23062560585
1473.0,94623.0573685981
1474.0,138595.54712603867
1475.0,99383.65570949795
1476.0,382352.4717942353
1477.0,258707.95385688715
1478.0,325743.3771312051
1479.0,326444.6731410347
1480.0,473945.6773644345
1481.0,319579.1500331167
1482.0,214016.09166554405
1483.0,174011.83678371427
1484.0,163188.27634637803
1485.0,187492.0855005193
1486.0,186975.31612294316
1487.0,335324.65349865495
1488.0,220623.96479762153
1489.0,200120.6747955577
1490.0,245949.2811754456
1491.0,196506.56606123556
1492.0,94087.88811142073
1493.0,214563.73972174613
1494.0,323901.8410196492
1495.0,289131.7123989625
1496.0,244055.0882769595
1497.0,171032.43107210682
1498.0,175249.43183466035
1499.0,169153.6097189345
1500.0,154481.22306054053
1501.0,201152.24266960047
1502.0,135572.8074319397
1503.0,319470.77065406495
1504.0,234986.6054275896
1505.0,220453.7415665544
1506.0,197179.19388333804
1507.0,243657.37524108155
1508.0,199269.7469962616
1509.0,158729.24046894806
1510.0,143832.7213907604
1511.0,156629.34623409892
1512.0,170341.5621257872
1513.0,155909.62884479287
1514.0,159676.92213119334
1515.0,220960.43873200487
1516.0,165974.95291409196
1517.0,176704.35462270278
1518.0,118144.6361828837
1519.0,205816.20717371826
1520.0,122913.0883962693
1521.0,125182.20904058573
1522.0,191987.177538393
1523.0,108934.64540234522
1524.0,120321.2976101338
1525.0,112532.98906696549
1526.0,112401.76650109827
1527.0,108437.17470154817
1528.0,121569.91282251284
1529.0,156778.34452081067
1530.0,192792.47027415366
1531.0,142070.48553876978
1532.0,95757.30171690194
1533.0,152755.73135219762
1534.0,124047.27578470114
1535.0,139305.74338220627
1536.0,95517.38810773082
1537.0,39870.82965023708
1538.0,154579.39264858328
1539.0,216397.07997305878
1540.0,122583.92345724339
1541.0,138713.26168738687
1542.0,148724.05183887543
1543.0,187625.73020192023
1544.0,79863.18079809424
1545.0,124024.57357184446
1546.0,146214.88914590617
1547.0,135893.51618755326
1548.0,143427.79845754878
1549.0,120583.69179347876
1550.0,143480.09582392714
1551.0,98645.35669911678
1552.0,149882.3665006265
1553.0,141908.7191332728
1554.0,118396.84837199899
1555.0,160151.30928654218
1556.0,60399.72652766462
1557.0,124073.24685661722
1558.0,97483.15169238049
1559.0,74217.23024757153
1560.0,120880.76968610805
1561.0,141747.27754692925
1562.0,129792.54522675238
1563.0,126560.70920532139
